SKU_ID,Product_Name,Department,Category,Subcategory,Brand,Vendor_ID,Product_Cost,Original_Retail_Price,Current_Retail_Price,Margin_Percentage,Launch_Date,Season,Product_Status,Style,Colour,Size,Material,Price_Band,Demand_Index,Inventory_Bias
UTL1127,Cove Stone Studio,Kitchen,Utensils,Utensils,Foundry Home,V012,27.4,63.73,63.73,0.5701,2023-08-26,Core,Active,Artisan,Champagne,Large,Stone,Better,0.8881,0.94
UTL1128,Aster Linen Edit,Kitchen,Utensils,Utensils,Foundry Home,V001,14.92,36.52,36.52,0.5914,2024-08-10,Core,Seasonal,Minimal,Slate,Large,Cotton,Good,0.7179,0.94
UTL1129,Noir Brass Studio,Kitchen,Utensils,Utensils,Foundry Home,V006,24.69,60.13,60.13,0.5894,2023-12-02,Core,Active,Artisan,Charcoal,Large,Stone,Better,2.268,0.94
UTL1130,Harbour Marble Object,Kitchen,Utensils,Utensils,Northstar Collection,V015,22.84,48.98,48.98,0.5338,2024-02-26,Core,Active,Minimal,Charcoal,Small,Rattan,Better,1.4236,0.94
UTL1131,Luna Ceramic Object,Kitchen,Utensils,Utensils,Northstar Collection,V020,16.63,36.99,36.99,0.5504,2023-07-16,Core,Active,Modern,Slate,Medium,Marble,Good,1.0409,0.94
UTL1132,Ridge Marble Series,Kitchen,Utensils,Utensils,Northstar Collection,V009,28.7,63.51,44.46,0.5481,2024-05-31,Core,Exit,Modern,Champagne,Large,Brass,Better,0.5452,0.94
UTL1133,Noir Glass Series,Kitchen,Utensils,Utensils,Atelier Edit,V015,5.4,11.73,11.73,0.54,2024-02-16,Core,Active,Minimal,Slate,Large,Oak,Entry,1.5452,0.94
UTL1134,Ridge Brass House,Kitchen,Utensils,Utensils,Foundry Home,V019,29.96,62.69,62.69,0.5221,2024-10-17,Core,Active,Classic,Slate,Large,Marble,Better,0.7905,0.94
UTL1135,Marlow Wool Studio,Kitchen,Utensils,Utensils,Atelier Edit,V007,7.23,17.38,17.38,0.5843,2024-04-12,Core,Active,Classic,Terracotta,One Size,Glass,Entry,1.2483,0.94
UTL1136,Arc Oak Studio,Kitchen,Utensils,Utensils,Northstar Collection,V017,4.16,10.13,10.13,0.5897,2024-07-22,Core,Seasonal,Minimal,Espresso,Large,Stone,Entry,0.5258,0.94
UTL1137,Aster Oak Edit,Kitchen,Utensils,Utensils,Foundry Home,V020,7.0,14.34,14.34,0.5121,2023-12-26,Core,Active,Modern,Champagne,Medium,Cotton,Entry,1.2002,0.94
UTL1138,Ridge Oak Collection,Kitchen,Utensils,Utensils,Atelier Edit,V007,25.11,49.85,49.85,0.4963,2024-08-06,Core,Active,Minimal,Oat,One Size,Glass,Better,1.3291,0.94
UTL1139,Harbour Oak House,Kitchen,Utensils,Utensils,Northstar Collection,V018,9.97,23.33,23.33,0.5725,2023-10-12,Core,Active,Artisan,Natural,Large,Brass,Good,2.0582,0.94
UTL1140,Harbour Stone Series,Kitchen,Utensils,Utensils,Foundry Home,V001,6.07,12.89,12.89,0.5291,2024-07-10,Core,Seasonal,Classic,Terracotta,Medium,Cotton,Entry,1.1731,0.94
UTL1141,Avery Linen Form,Kitchen,Utensils,Utensils,Atelier Edit,V012,8.15,19.6,19.6,0.5844,2023-05-29,Core,Active,Organic,Oat,One Size,Marble,Entry,1.7582,0.94
UTL1142,Marlow Brass Studio,Kitchen,Utensils,Utensils,Foundry Home,V016,14.93,30.75,30.75,0.5145,2024-11-07,Core,Active,Organic,Terracotta,Small,Stone,Good,0.7327,0.94
UTL1143,Noir Ceramic Studio,Kitchen,Utensils,Utensils,Foundry Home,V004,11.99,28.91,28.91,0.5853,2024-07-13,Core,Active,Organic,Ivory,Medium,Glass,Good,0.7053,0.94
UTL1144,Arc Ceramic Collection,Kitchen,Utensils,Utensils,Northstar Collection,V013,25.01,56.79,56.79,0.5597,2024-02-14,Core,Active,Artisan,Sand,Large,Glass,Better,0.8341,0.94
UTL1145,Vale Marble Object,Kitchen,Utensils,Utensils,Atelier Edit,V018,10.53,22.11,22.11,0.5239,2023-07-09,Core,Active,Organic,Charcoal,Large,Wool,Good,1.2784,0.94
UTL1146,Marlow Wool Form,Kitchen,Utensils,Utensils,Maison Reserve,V007,18.0,43.75,43.75,0.5886,2024-03-03,Core,Active,Modern,Terracotta,Medium,Wool,Better,1.1433,0.94
UTL1147,Marlow Glass Edit,Kitchen,Utensils,Utensils,Maison Reserve,V011,29.46,65.53,65.53,0.5504,2023-09-25,Core,Seasonal,Minimal,Terracotta,One Size,Brass,Better,0.8588,0.94
UTL1148,Ridge Marble Object,Kitchen,Utensils,Utensils,Maison Reserve,V001,25.28,48.06,48.06,0.4739,2024-12-28,Core,Active,Minimal,Espresso,Large,Stone,Better,1.7675,0.94
UTL1149,Harbour Wool Form,Kitchen,Utensils,Utensils,Northstar Collection,V005,26.51,68.07,68.07,0.6106,2024-03-26,Core,Active,Organic,Terracotta,Large,Marble,Better,2.2123,0.94
UTL1150,Mira Brass Atelier,Kitchen,Utensils,Utensils,Atelier Edit,V011,27.03,60.09,42.06,0.5501,2024-11-19,Core,Exit,Minimal,Charcoal,Medium,Brass,Better,0.5122,0.94
DUV1151,Mira Oak Collection,Bedding,Duvets,Duvets,Foundry Home,V002,97.41,232.05,232.05,0.5802,2023-09-05,Core,Active,Classic,Ivory,Small,Rattan,Best,0.6726,1.1
DUV1152,Marlow Marble Studio,Bedding,Duvets,Duvets,Atelier Edit,V006,102.37,184.98,184.98,0.4466,2024-01-12,Core,Active,Minimal,Slate,Medium,Marble,Best,1.1717,1.1
DUV1153,Vale Stone Object,Bedding,Duvets,Duvets,Atelier Edit,V013,49.98,116.7,116.7,0.5717,2023-10-28,Core,Active,Minimal,Natural,One Size,Marble,Best,1.0035,1.1
DUV1154,Avery Marble House,Bedding,Duvets,Duvets,Foundry Home,V020,52.5,105.82,105.82,0.5039,2024-11-24,Core,Active,Organic,Sage,Large,Wool,Best,1.261,1.1
DUV1155,Luna Wool Edit,Bedding,Duvets,Duvets,Northstar Collection,V008,113.66,273.61,273.61,0.5846,2023-07-03,Core,Active,Modern,Sage,Small,Stone,Best,0.5497,1.1
DUV1156,Arc Stone Studio,Bedding,Duvets,Duvets,Atelier Edit,V014,35.56,90.49,90.49,0.607,2023-08-18,Core,Active,Classic,Sage,One Size,Stone,Best,0.5774,1.1
DUV1157,Harbour Ceramic Line,Bedding,Duvets,Duvets,Northstar Collection,V002,39.97,91.07,91.07,0.5611,2024-08-21,Core,Active,Modern,Oat,One Size,Glass,Best,0.9583,1.1
DUV1158,Cove Glass Studio,Bedding,Duvets,Duvets,Atelier Edit,V010,59.26,118.02,118.02,0.4979,2024-03-24,Core,Active,Classic,Espresso,Large,Ceramic,Best,0.4326,1.1
DUV1159,Noir Rattan Atelier,Bedding,Duvets,Duvets,Foundry Home,V016,41.49,85.3,85.3,0.5136,2023-06-26,Core,Active,Organic,Ivory,Small,Oak,Best,0.9808,1.1
DUV1160,Ridge Marble Studio,Bedding,Duvets,Duvets,Foundry Home,V001,47.53,116.52,116.52,0.5921,2023-07-30,Core,Active,Artisan,Champagne,One Size,Oak,Best,0.8775,1.1
DUV1161,Sable Ceramic Edit,Bedding,Duvets,Duvets,Maison Reserve,V011,80.61,186.6,186.6,0.568,2024-09-10,Core,Active,Modern,Oat,One Size,Stone,Best,0.4818,1.1
DUV1162,Vale Wool Object,Bedding,Duvets,Duvets,Atelier Edit,V015,97.42,192.25,192.25,0.4933,2024-03-22,Core,Active,Classic,Sage,Medium,Ceramic,Best,0.6318,1.1
DUV1163,Vale Rattan Series,Bedding,Duvets,Duvets,Atelier Edit,V006,59.34,134.54,134.54,0.559,2024-02-13,Core,Active,Classic,Natural,Small,Ceramic,Best,1.1256,1.1
DUV1164,Vale Rattan Form,Bedding,Duvets,Duvets,Northstar Collection,V010,120.67,290.29,290.29,0.5843,2024-09-14,Core,Active,Minimal,Ivory,Large,Cotton,Best,1.3055,1.1
DUV1165,Luna Cotton Form,Bedding,Duvets,Duvets,Northstar Collection,V019,128.82,268.09,268.09,0.5195,2024-10-14,Core,Active,Classic,Terracotta,One Size,Ceramic,Best,0.6317,1.1
DUV1166,Vale Brass House,Bedding,Duvets,Duvets,Foundry Home,V005,88.46,180.52,126.36,0.51,2023-07-25,Core,Exit,Minimal,Champagne,Small,Brass,Best,0.503,1.1
DUV1167,Mira Marble Collection,Bedding,Duvets,Duvets,Maison Reserve,V012,103.49,257.9,257.9,0.5987,2023-12-05,Core,Active,Classic,Champagne,Small,Wool,Best,1.7201,1.1
DUV1168,Noir Wool Object,Bedding,Duvets,Duvets,Foundry Home,V017,93.84,208.14,145.7,0.5492,2023-09-06,Core,Exit,Modern,Slate,One Size,Glass,Best,0.9633,1.1
DUV1169,Mira Linen Collection,Bedding,Duvets,Duvets,Maison Reserve,V008,103.09,257.32,257.32,0.5994,2024-12-13,Core,Active,Modern,Champagne,One Size,Oak,Best,0.6963,1.1
DUV1170,Arc Cotton Studio,Bedding,Duvets,Duvets,Maison Reserve,V015,110.34,227.8,227.8,0.5156,2024-02-24,Core,Active,Minimal,Oat,Medium,Marble,Best,0.7361,1.1
DUV1171,Ridge Wool Vessel,Bedding,Duvets,Duvets,Atelier Edit,V002,131.25,264.59,264.59,0.5039,2023-10-25,Core,Active,Organic,Terracotta,Medium,Rattan,Best,0.4718,1.1
DUV1172,Harbour Marble Line,Bedding,Duvets,Duvets,Northstar Collection,V009,96.26,211.4,211.4,0.5446,2024-07-24,Core,Active,Classic,Espresso,One Size,Ceramic,Best,0.5844,1.1
DUV1173,Marlow Wool Atelier,Bedding,Duvets,Duvets,Atelier Edit,V012,71.66,148.08,148.08,0.5161,2023-12-22,Core,Active,Organic,Slate,One Size,Marble,Best,0.3554,1.1
DUV1174,Aster Ceramic Atelier,Bedding,Duvets,Duvets,Atelier Edit,V019,70.42,151.99,151.99,0.5367,2023-08-27,Core,Active,Classic,Slate,Medium,Marble,Best,0.5365,1.1
DUV1175,Cove Marble Atelier,Bedding,Duvets,Duvets,Foundry Home,V007,81.4,182.15,182.15,0.5531,2023-12-30,Core,Active,Organic,Espresso,Medium,Rattan,Best,1.8436,1.1
DUV1176,Sable Stone House,Bedding,Duvets,Duvets,Maison Reserve,V017,43.47,87.8,87.8,0.5048,2024-07-13,Core,Active,Modern,Terracotta,Medium,Ceramic,Best,0.8109,1.1
DUV1177,Mira Marble Atelier,Bedding,Duvets,Duvets,Maison Reserve,V001,135.32,292.73,292.73,0.5377,2024-02-17,Core,Seasonal,Minimal,Champagne,Large,Stone,Best,0.4183,1.1
DUV1178,Noir Cotton Vessel,Bedding,Duvets,Duvets,Maison Reserve,V010,73.23,186.94,186.94,0.6083,2024-01-21,Core,Active,Modern,Slate,Small,Wool,Best,0.8347,1.1
DUV1179,Sable Glass Series,Bedding,Duvets,Duvets,Atelier Edit,V014,63.29,132.8,132.8,0.5234,2023-10-12,Core,Active,Minimal,Espresso,Small,Wool,Best,1.1136,1.1
DUV1180,Harbour Stone Vessel,Bedding,Duvets,Duvets,Maison Reserve,V005,50.21,120.84,120.84,0.5845,2024-06-21,Core,Active,Classic,Espresso,Small,Ceramic,Best,1.1989,1.1
DUV1181,Harbour Cotton Object,Bedding,Duvets,Duvets,Northstar Collection,V011,110.86,244.8,244.8,0.5471,2024-09-06,Core,Active,Modern,Espresso,Large,Wool,Best,1.3391,1.1
DUV1182,Avery Ceramic Vessel,Bedding,Duvets,Duvets,Northstar Collection,V015,58.79,127.98,127.98,0.5407,2023-06-12,Core,Active,Minimal,Terracotta,Small,Ceramic,Best,0.5053,1.1
DUV1183,Mira Cotton Object,Bedding,Duvets,Duvets,Atelier Edit,V004,106.98,245.91,245.91,0.565,2023-06-16,Core,Seasonal,Minimal,Terracotta,Large,Cotton,Best,0.692,1.1
DUV1184,Noir Brass House,Bedding,Duvets,Duvets,Maison Reserve,V012,73.93,168.33,168.33,0.5608,2024-07-19,Core,Active,Modern,Sand,Large,Cotton,Best,0.6475,1.1
DUV1185,Luna Ceramic Series,Bedding,Duvets,Duvets,Atelier Edit,V018,48.13,121.7,121.7,0.6045,2023-11-22,Core,Active,Modern,Natural,Medium,Stone,Best,0.8129,1.1
DUV1186,Vale Linen Series,Bedding,Duvets,Duvets,Northstar Collection,V005,91.12,215.93,215.93,0.578,2023-12-11,Core,Active,Minimal,Charcoal,Large,Marble,Best,1.3085,1.1
DUV1187,Cove Ceramic Object,Bedding,Duvets,Duvets,Foundry Home,V010,70.6,139.53,139.53,0.494,2024-04-29,Core,Active,Organic,Charcoal,One Size,Stone,Best,1.216,1.1
DUV1188,Vale Marble Form,Bedding,Duvets,Duvets,Northstar Collection,V001,40.38,86.12,86.12,0.5311,2024-10-11,Core,Seasonal,Organic,Natural,Small,Glass,Best,0.3503,1.1
DUV1189,Cove Stone Studio,Bedding,Duvets,Duvets,Maison Reserve,V006,131.29,282.13,282.13,0.5346,2024-06-12,Core,Active,Minimal,Slate,One Size,Ceramic,Best,0.5994,1.1
DUV1190,Harbour Rattan Form,Bedding,Duvets,Duvets,Atelier Edit,V011,62.1,133.3,133.3,0.5342,2024-06-26,Core,Seasonal,Classic,Natural,Large,Rattan,Best,0.3744,1.1
DUV1191,Harbour Wool Studio,Bedding,Duvets,Duvets,Northstar Collection,V001,45.27,88.05,88.05,0.4858,2024-02-05,Core,Active,Artisan,Sand,One Size,Rattan,Best,2.3301,1.1
DUV1192,Harbour Linen Collection,Bedding,Duvets,Duvets,Northstar Collection,V009,76.51,205.44,205.44,0.6276,2024-11-20,Core,Active,Organic,Sand,Large,Cotton,Best,0.8471,1.1
DUV1193,Luna Rattan Form,Bedding,Duvets,Duvets,Foundry Home,V016,46.71,112.3,112.3,0.5841,2024-02-05,Core,Active,Modern,Terracotta,Small,Marble,Best,1.2758,1.1
DUV1194,Marlow Rattan Studio,Bedding,Duvets,Duvets,Northstar Collection,V002,103.48,230.11,230.11,0.5503,2024-02-28,Core,Active,Minimal,Charcoal,One Size,Glass,Best,0.7506,1.1
DUV1195,Sable Glass Collection,Bedding,Duvets,Duvets,Northstar Collection,V010,46.26,129.68,129.68,0.6433,2024-10-05,Core,Active,Artisan,Charcoal,Small,Rattan,Best,0.6838,1.1
DUV1196,Arc Glass Line,Bedding,Duvets,Duvets,Foundry Home,V017,105.66,214.05,214.05,0.5064,2023-08-16,Core,Active,Classic,Charcoal,One Size,Stone,Best,0.6455,1.1
DUV1197,Mira Cotton Line,Bedding,Duvets,Duvets,Northstar Collection,V002,65.19,142.08,142.08,0.5411,2024-12-09,Core,Active,Modern,Sand,Small,Cotton,Best,0.5029,1.1
DUV1198,Luna Rattan Vessel,Bedding,Duvets,Duvets,Atelier Edit,V011,104.43,225.01,225.01,0.5359,2024-01-29,Core,Active,Minimal,Oat,One Size,Marble,Best,0.5353,1.1
DUV1199,Vale Oak Object,Bedding,Duvets,Duvets,Atelier Edit,V017,52.76,111.0,111.0,0.5247,2024-03-16,Core,Active,Minimal,Sand,Medium,Ceramic,Best,1.2307,1.1
DUV1200,Sable Brass Edit,Bedding,Duvets,Duvets,Maison Reserve,V002,46.21,92.98,92.98,0.503,2023-08-26,Core,Active,Minimal,Sand,Large,Glass,Best,0.7055,1.1
DUV1201,Noir Marble Studio,Bedding,Duvets,Duvets,Foundry Home,V008,69.67,163.6,163.6,0.5742,2024-10-10,Core,Active,Organic,Terracotta,Small,Rattan,Best,0.8288,1.1
DUV1202,Luna Linen Studio,Bedding,Duvets,Duvets,Atelier Edit,V016,44.64,101.19,101.19,0.5589,2024-12-29,Core,Active,Classic,Sage,Small,Linen,Best,0.6036,1.1
DUV1203,Harbour Oak Object,Bedding,Duvets,Duvets,Atelier Edit,V003,39.66,89.63,89.63,0.5575,2023-10-09,Core,Active,Minimal,Espresso,Small,Linen,Best,0.5516,1.1
DUV1204,Sable Oak House,Bedding,Duvets,Duvets,Foundry Home,V013,117.61,238.68,238.68,0.5072,2023-11-30,Core,Active,Modern,Slate,One Size,Ceramic,Best,1.6755,1.1
DUV1205,Sable Cotton Atelier,Bedding,Duvets,Duvets,Maison Reserve,V020,43.83,95.74,95.74,0.5422,2024-01-03,Core,Active,Minimal,Terracotta,One Size,Stone,Best,1.0401,1.1
DUV1206,Noir Wool Line,Bedding,Duvets,Duvets,Northstar Collection,V004,72.61,164.77,164.77,0.5593,2023-08-31,Core,Active,Artisan,Slate,One Size,Wool,Best,0.6497,1.1
DUV1207,Vale Linen Line,Bedding,Duvets,Duvets,Foundry Home,V014,42.84,101.42,101.42,0.5776,2024-02-03,Core,Active,Classic,Charcoal,One Size,Stone,Best,0.642,1.1
DUV1208,Harbour Cotton Form,Bedding,Duvets,Duvets,Atelier Edit,V001,122.24,243.79,243.79,0.4986,2024-08-25,Core,Active,Minimal,Slate,One Size,Brass,Best,0.9689,1.1
DUV1209,Luna Rattan Line,Bedding,Duvets,Duvets,Atelier Edit,V004,132.7,272.24,272.24,0.5126,2024-10-16,Core,Active,Modern,Natural,Small,Ceramic,Best,0.6849,1.1
DUV1210,Mira Glass Collection,Bedding,Duvets,Duvets,Maison Reserve,V013,42.34,101.92,101.92,0.5846,2024-06-06,Core,Active,Classic,Terracotta,Small,Wool,Best,0.5174,1.1
DUV1211,Ridge Cotton Line,Bedding,Duvets,Duvets,Maison Reserve,V001,125.65,282.04,282.04,0.5545,2023-07-27,Core,Active,Organic,Champagne,One Size,Linen,Best,0.4082,1.1
DUV1212,Aster Stone Object,Bedding,Duvets,Duvets,Atelier Edit,V007,129.39,289.55,289.55,0.5531,2024-04-26,Core,Active,Minimal,Oat,One Size,Oak,Best,0.6856,1.1
DUV1213,Luna Glass Atelier,Bedding,Duvets,Duvets,Atelier Edit,V016,73.87,192.23,134.56,0.6157,2023-06-07,Core,Exit,Organic,Oat,One Size,Glass,Best,1.1138,1.1
DUV1214,Harbour Ceramic Edit,Bedding,Duvets,Duvets,Foundry Home,V020,127.93,254.91,254.91,0.4981,2023-07-10,Core,Active,Organic,Sand,Small,Rattan,Best,1.121,1.1
DUV1215,Vale Rattan Edit,Bedding,Duvets,Duvets,Maison Reserve,V010,66.73,158.02,158.02,0.5777,2023-09-09,Core,Active,Artisan,Natural,Medium,Wool,Best,0.7206,1.1
DUV1216,Harbour Cotton Edit,Bedding,Duvets,Duvets,Maison Reserve,V013,62.29,146.67,146.67,0.5753,2024-05-18,Core,Active,Organic,Charcoal,Small,Linen,Best,1.1507,1.1
DUV1217,Mira Marble Series,Bedding,Duvets,Duvets,Foundry Home,V002,43.7,113.31,113.31,0.6143,2024-03-04,Core,Active,Organic,Ivory,Large,Oak,Best,0.5708,1.1
DUV1218,Harbour Stone Collection,Bedding,Duvets,Duvets,Northstar Collection,V008,137.74,237.48,237.48,0.42,2024-03-24,Core,Active,Artisan,Sand,Large,Ceramic,Best,0.5268,1.1
DUV1219,Luna Wool Form,Bedding,Duvets,Duvets,Atelier Edit,V016,83.93,202.1,202.1,0.5847,2024-12-22,Core,Active,Artisan,Sage,Large,Wool,Best,0.6318,1.1
DUV1220,Mira Ceramic Studio,Bedding,Duvets,Duvets,Maison Reserve,V002,82.17,198.28,198.28,0.5856,2024-06-16,Core,Active,Modern,Natural,Large,Stone,Best,0.4679,1.1
DUV1221,Vale Brass Studio,Bedding,Duvets,Duvets,Northstar Collection,V012,52.24,112.55,112.55,0.5359,2024-03-02,Core,Active,Classic,Ivory,Small,Brass,Best,0.8737,1.1
DUV1222,Harbour Rattan Edit,Bedding,Duvets,Duvets,Northstar Collection,V018,93.59,198.69,198.69,0.529,2023-09-09,Core,Active,Classic,Slate,Small,Marble,Best,0.4446,1.1
DUV1223,Mira Glass Line,Bedding,Duvets,Duvets,Maison Reserve,V004,97.85,216.65,216.65,0.5483,2024-12-21,Core,Active,Modern,Sand,Large,Marble,Best,0.4972,1.1
DUV1224,Cove Cotton Edit,Bedding,Duvets,Duvets,Foundry Home,V013,82.4,194.58,194.58,0.5765,2023-10-21,Core,Active,Minimal,Sand,Large,Oak,Best,0.8127,1.1
DUV1225,Aster Oak Edit,Bedding,Duvets,Duvets,Northstar Collection,V018,138.75,271.57,271.57,0.4891,2024-05-21,Core,Active,Organic,Sand,Small,Rattan,Best,0.9413,1.1
DUV1226,Luna Marble Line,Bedding,Duvets,Duvets,Atelier Edit,V004,136.1,290.13,290.13,0.5309,2023-06-04,Core,Active,Classic,Natural,One Size,Wool,Best,0.6309,1.1
DUV1227,Sable Marble Form,Bedding,Duvets,Duvets,Northstar Collection,V011,104.05,212.73,212.73,0.5109,2024-10-18,Core,Active,Modern,Terracotta,Large,Ceramic,Best,1.6486,1.1
DUV1228,Harbour Stone House,Bedding,Duvets,Duvets,Atelier Edit,V001,52.45,129.15,129.15,0.5939,2023-10-20,Core,Active,Artisan,Champagne,Large,Linen,Best,0.8108,1.1
DUV1229,Aster Marble House,Bedding,Duvets,Duvets,Atelier Edit,V006,59.45,125.45,125.45,0.5261,2024-05-26,Core,Active,Minimal,Slate,Large,Linen,Best,1.2553,1.1
DUV1230,Aster Rattan Vessel,Bedding,Duvets,Duvets,Foundry Home,V013,66.88,149.33,149.33,0.5521,2024-07-12,Core,Active,Classic,Ivory,Medium,Wool,Best,1.06,1.1
SHT1231,Marlow Ceramic Form,Bedding,Sheets,Sheets,Northstar Collection,V001,36.83,78.28,78.28,0.5296,2024-05-05,Core,Seasonal,Classic,Slate,One Size,Stone,Best,1.337,1.02
SHT1232,Sable Wool Vessel,Bedding,Sheets,Sheets,Foundry Home,V007,33.46,79.6,79.6,0.5796,2024-11-28,Core,Active,Minimal,Champagne,One Size,Brass,Best,1.7372,1.02
SHT1233,Cove Ceramic Object,Bedding,Sheets,Sheets,Maison Reserve,V012,39.66,104.24,104.24,0.6195,2024-12-06,Core,Active,Artisan,Oat,Large,Brass,Best,0.7947,1.02
SHT1234,Avery Ceramic Series,Bedding,Sheets,Sheets,Northstar Collection,V003,96.47,181.01,181.01,0.4671,2024-03-03,Core,Active,Organic,Slate,Large,Cotton,Best,1.3352,1.02
SHT1235,Arc Marble Form,Bedding,Sheets,Sheets,Foundry Home,V007,34.39,76.39,76.39,0.5498,2024-05-10,Core,Active,Classic,Slate,Small,Linen,Best,1.0964,1.02
SHT1236,Luna Linen Atelier,Bedding,Sheets,Sheets,Maison Reserve,V015,84.36,187.4,187.4,0.5498,2023-11-07,Core,Active,Artisan,Slate,Medium,Brass,Best,0.5697,1.02
SHT1237,Harbour Glass Edit,Bedding,Sheets,Sheets,Foundry Home,V002,78.05,186.15,186.15,0.5807,2024-05-20,Core,Active,Minimal,Natural,Large,Ceramic,Best,0.6961,1.02
SHT1238,Sable Glass Atelier,Bedding,Sheets,Sheets,Atelier Edit,V011,42.32,90.85,90.85,0.5342,2023-07-29,Core,Active,Classic,Terracotta,Small,Linen,Best,1.1006,1.02
SHT1239,Arc Linen Line,Bedding,Sheets,Sheets,Atelier Edit,V017,30.36,58.16,58.16,0.4781,2024-05-02,Core,Active,Organic,Oat,Medium,Marble,Better,1.1922,1.02
SHT1240,Vale Wool Series,Bedding,Sheets,Sheets,Atelier Edit,V005,35.71,96.06,96.06,0.6283,2024-05-31,Core,Active,Artisan,Charcoal,Medium,Ceramic,Best,0.4457,1.02
SHT1241,Luna Ceramic Object,Bedding,Sheets,Sheets,Foundry Home,V008,62.35,126.17,126.17,0.5058,2024-09-02,Core,Active,Modern,Espresso,Medium,Ceramic,Best,0.8493,1.02
SHT1242,Luna Marble Edit,Bedding,Sheets,Sheets,Atelier Edit,V016,44.26,97.52,97.52,0.5462,2023-06-20,Core,Active,Modern,Espresso,Small,Glass,Best,0.7438,1.02
SHT1243,Marlow Ceramic Line,Bedding,Sheets,Sheets,Northstar Collection,V004,57.24,125.22,125.22,0.5429,2024-01-28,Core,Active,Minimal,Natural,One Size,Brass,Best,0.7915,1.02
SHT1244,Vale Wool Line,Bedding,Sheets,Sheets,Foundry Home,V012,55.3,121.25,121.25,0.5439,2024-01-17,Core,Active,Artisan,Sand,Large,Brass,Best,1.0473,1.02
SHT1245,Marlow Brass Atelier,Bedding,Sheets,Sheets,Maison Reserve,V017,31.67,65.28,65.28,0.5148,2024-01-23,Core,Active,Classic,Natural,Large,Rattan,Better,0.4312,1.02
SHT1246,Cove Linen Form,Bedding,Sheets,Sheets,Atelier Edit,V003,22.09,58.18,58.18,0.6203,2024-09-22,Core,Active,Modern,Terracotta,Large,Rattan,Better,1.4737,1.02
SHT1247,Harbour Oak Collection,Bedding,Sheets,Sheets,Maison Reserve,V014,28.43,53.76,53.76,0.4712,2024-10-11,Core,Active,Artisan,Sage,Large,Wool,Better,0.3647,1.02
SHT1248,Sable Brass Vessel,Bedding,Sheets,Sheets,Maison Reserve,V020,36.36,80.82,80.82,0.5501,2024-08-31,Core,Active,Classic,Oat,Medium,Stone,Best,0.659,1.02
SHT1249,Vale Rattan Line,Bedding,Sheets,Sheets,Maison Reserve,V008,75.05,172.77,172.77,0.5656,2025-01-02,Core,Seasonal,Minimal,Ivory,Large,Brass,Best,0.8834,1.02
SHT1250,Noir Glass Edit,Bedding,Sheets,Sheets,Maison Reserve,V013,105.75,185.89,185.89,0.4311,2024-12-02,Core,Active,Minimal,Sage,Medium,Rattan,Best,0.7068,1.02
SHT1251,Sable Stone Vessel,Bedding,Sheets,Sheets,Foundry Home,V020,60.39,136.96,136.96,0.5591,2024-02-02,Core,Active,Modern,Terracotta,Medium,Wool,Best,0.8024,1.02
SHT1252,Sable Oak Object,Bedding,Sheets,Sheets,Foundry Home,V008,75.69,151.02,151.02,0.4988,2024-11-30,Core,Active,Artisan,Terracotta,Small,Wool,Best,0.7385,1.02
SHT1253,Avery Linen Form,Bedding,Sheets,Sheets,Maison Reserve,V014,76.32,141.73,141.73,0.4615,2024-02-21,Core,Active,Minimal,Slate,Medium,Glass,Best,1.4067,1.02
SHT1254,Mira Glass Series,Bedding,Sheets,Sheets,Maison Reserve,V003,54.61,111.94,111.94,0.5122,2024-11-03,Core,Active,Modern,Natural,One Size,Ceramic,Best,1.019,1.02
SHT1255,Cove Brass Line,Bedding,Sheets,Sheets,Maison Reserve,V007,60.63,118.83,83.18,0.4898,2023-11-16,Core,Exit,Minimal,Sand,Medium,Brass,Best,1.1266,1.02
SHT1256,Avery Ceramic House,Bedding,Sheets,Sheets,Maison Reserve,V014,45.16,104.21,104.21,0.5666,2024-02-03,Core,Active,Minimal,Charcoal,Small,Linen,Best,0.4644,1.02
SHT1257,Ridge Rattan Line,Bedding,Sheets,Sheets,Maison Reserve,V020,83.14,168.58,168.58,0.5068,2024-02-10,Core,Active,Modern,Ivory,Medium,Glass,Best,0.9523,1.02
SHT1258,Cove Oak House,Bedding,Sheets,Sheets,Maison Reserve,V009,76.41,144.85,144.85,0.4725,2024-12-23,Core,Active,Minimal,Terracotta,One Size,Cotton,Best,1.4216,1.02
SHT1259,Marlow Wool Form,Bedding,Sheets,Sheets,Atelier Edit,V018,23.49,53.74,53.74,0.5628,2024-10-07,Core,Active,Classic,Sage,Large,Rattan,Better,1.5969,1.02
SHT1260,Cove Cotton Atelier,Bedding,Sheets,Sheets,Foundry Home,V002,59.99,131.05,131.05,0.5423,2024-10-09,Core,Active,Organic,Natural,One Size,Wool,Best,1.0237,1.02
SHT1261,Vale Stone Line,Bedding,Sheets,Sheets,Atelier Edit,V010,34.01,64.63,64.63,0.4738,2023-07-31,Core,Active,Minimal,Espresso,Large,Cotton,Better,2.0625,1.02
SHT1262,Noir Rattan Studio,Bedding,Sheets,Sheets,Atelier Edit,V018,65.61,131.66,131.66,0.5016,2024-04-14,Core,Active,Minimal,Ivory,Medium,Rattan,Best,1.0921,1.02
